Unique,Text,Average Score,Type,source_id
15009$ISRG,$isrg trading at all-time high after strong earnings report with 4 days of short interest.,0.729,stocktwits,5468109
15500$ISRG,$ISRG and $PCLN holding up well today.,0.318,stocktwits,6394272
16708$ISRG,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,-0.678,stocktwits,33671861
15693$ISR,$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,0.612,stocktwits,10712906
16216$ISR,"$ISR Don't short this stock, you might get left behind... http://stks.co/b0OrM",0.402,stocktwits,21680670
16573$ISR,"""@lcc007: $ISR bullish pennant/symmetrical triangle b/o in progress. Long from $2.66 http://stks.co/p0T1O"" // BOOOM",0.566,stocktwits,24061441
16777$ISIS,$ISIS This will be a rough climb to the top.  Many traders and bag holders looking to get out.,-0.259,stocktwits,34779026
16335$IRF,"$IRF somebody bought sep 30 calls at 11;34 ,half hour later gets acquired,  you think a little fishy",0.376,stocktwits,25944139
15859$IRE,"Is It Finally the Right Time to Invest in National Bank of Greece? ($IRE, $NBG, $NBG-A): http://stks.co/sTIh via @themotleyfool",0.155,stocktwits,15946770
14927$IP,Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,0.446,stocktwits,5849433
16141$IP,"Long Position on $IP,....Scaling UP http://stks.co/sIln",0.662,stocktwits,14416771
16934$INVE,$INVE : SEE YA ABOVE $8,0.502,stocktwits,37705535
16711$INTC,"""@OphirGottlieb $INTC Every Reason to Be Bullish Into The Stock Drop \u279a http://stks.co/f2gSF""",0.52,stocktwits,39048670
15631$INOD,"RT @flare9x $INOD http://stks.co/1p9X Long over 3.95/great find - hope that wold be another $ANLY or $PZZI, still holding second 1/2 $ANLY",0.509,stocktwits,6309910
15810$INO,$INO back in this am small post,0.554,stocktwits,11563373
16306$INO,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,-0.169,stocktwits,28264965
16345$INO,"$INO Called it back in march, still loving it today http://stks.co/j0qjW",0.385,stocktwits,24993177
16465$INO,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,-0.507,stocktwits,24458298
16502$INO,$INO Money flow positive $1M,0.322,stocktwits,29326889
16595$INO,$INO NOOBS to bios and small caps: stock splits are lipstick on a pig! Splits are for mid to mega caps! Not this pos,-0.347,stocktwits,23569140
16647$INO,"$INO Up, up, and away!",0.604,stocktwits,20368946
16543$INFN,"$DM, $EGHT, $INFN = some of the stocks that came up on screens for longs",0.431,stocktwits,30374823
16225$IMUC,"Never told this before, but the situation is ""Buy the dip"": $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA",0.38,stocktwits,22409313
17123$IMRS,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",0.4,stocktwits,31132360
16225$IFON,"Never told this before, but the situation is ""Buy the dip"": $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA",0.38,stocktwits,22409313
16643$IFF,"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",-0.471,stocktwits,29289791
16419$IEF,"Ten year yield, weekly http://stks.co/r0Iw2 10 year yield still very bearish, hence 7-10 year T bond fund $IEF bullish. $TLT too.",0.423,stocktwits,22780978
15674$IDIX,$idix CEO says 18-24 months before settling patent issues with Gilead...my take on why stock is selling off. Ppl expecting sooner resolution,-0.278,stocktwits,8508459
15222$IDCC,$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,0.477,stocktwits,5693883
15650$ICOA,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",0.451,stocktwits,10698860
15132$IBM,$IBM staying strong,0.532,stocktwits,6200985
15197$IBM,"$IBM explains how they are going to put Watson to work, destroy a ton of jobs, and make a ton of money http://stks.co/u3P",0.382,stocktwits,5634988
15586$IBM,$IBM was THE play today but this $WYNN aint bad iether,0.51,stocktwits,9756290
16654$IBM,Okay i'm looking to add a gold miner and possibly lower pe tech name into close/ tmrw. Watching $nem $hl $kgc $csco $ibm $hpq.,0.425,stocktwits,24504842
15615$IBIO,$PLX funny thing is $IBIO is up 19% AH on $PLX approval!,0.309,stocktwits,7810443
16817$IBIO,$IBIO  up 10% in premarket ready for lift off,0.507,stocktwits,34043220
16828$IBIO,"$IBIO Momentum on bird flu will continue as it has just started.  Meanwhile, Ibio seems to be gaining big money.  Shorts will be hurting.",0.495,stocktwits,35904055
15391$IBB,RT @Montisumo Down day for all biotechs Good to load up Be confident. $ONTY $CHTP $AIS $HGSI $DNDN >> Agreed $IBB $XBI all same downness,0.12,stocktwits,6783339
14876$IACI,$IACI http://stks.co/tJU Looks good on the weekly chart.,0.379,stocktwits,5627600
15618$HZNP,"$amrn put money in $hznp better option, because drug already make money, n more indication, potential up next qe",0.333,stocktwits,8870370
15448$HZNP,$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,-0.274,stocktwits,10524642
16786$HYG,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,0.437,stocktwits,32349177
14965$HSC,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",0.497,stocktwits,5879468
16493$HRL,$HRL ready to pop! http://stks.co/s0Ny4,0.336,stocktwits,23416197
16409$HPQ,"""@Zolio: $HP soars pre-market on business split announcement; rumors $EMC looking to shed $VMW stake with $HP buyer."" LOL $HPQ",0.382,stocktwits,27583592
16654$HPQ,Okay i'm looking to add a gold miner and possibly lower pe tech name into close/ tmrw. Watching $nem $hl $kgc $csco $ibm $hpq.,0.425,stocktwits,24504842
16716$HPQ,"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",-0.265,stocktwits,37281790
16554$HPJ,$HPJ short sighted sellers will be sorry soon,0.343,stocktwits,30741682
16409$HP,"""@Zolio: $HP soars pre-market on business split announcement; rumors $EMC looking to shed $VMW stake with $HP buyer."" LOL $HPQ",0.34,stocktwits,27583592
17044$HOV,"$HOV In oversold conditions, it is showing now nice positive divergences on chart! Potential Bounce Player to watch",0.459,stocktwits,38570232
14883$HON,11 industrial-goods stocks insiders are bullish on http://stks.co/ep7 $cat $ba $hon $emr $itw $wm $noc $etn $ph $rsg $fast,0.433,stocktwits,5441240
15757$HMC,Looking for $HMC stock to make new 2013 high tomorrow.,0.432,stocktwits,13415559
15567$HLF,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",-0.334,stocktwits,11116406
16718$HLF,@AceOfSpades Why not sell a credit spread. I may do one at the money. Call credit spread on $HLF,0.311,stocktwits,32725729
16654$HL,Okay i'm looking to add a gold miner and possibly lower pe tech name into close/ tmrw. Watching $nem $hl $kgc $csco $ibm $hpq.,0.425,stocktwits,24504842
15400$HK,what is up with $HK..... from Jan to now it's been a sinking ship...,-0.573,stocktwits,10310716
15176$HITK,$HITK  Resuming advance into new historical highs.,0.68,stocktwits,5582309
16355$HIMX,$HIMX WHy is this exploding? Like seriously....lol,0.029,stocktwits,29956101
16063$HIG,Stay With Best Of Breed: $HIG Has Room To Run http://stks.co/h009W via @TradeSpoon #options,0.417,stocktwits,17875968
15391$HGSI,RT @Montisumo Down day for all biotechs Good to load up Be confident. $ONTY $CHTP $AIS $HGSI $DNDN >> Agreed $IBB $XBI all same downness,0.12,stocktwits,6783339
16750$HERO,$HERO Slow bleeding death. The 4-21 eps report will determine this stocks fate. It will likely be a horror show event. Replace the H with Z.,-0.508,stocktwits,34445371
16754$HEB,"@tomdixonv well considering how dilution works with $HEB, make sure you set a high sell limit order for whatever you think it's worth!",-0.123,stocktwits,36654567
16751$HDGE,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,-0.385,stocktwits,39047349
16929$HDGE,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,-0.516,stocktwits,39047349
17025$HCP,$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,0.52,stocktwits,34332530
16444$HAWK,Found some good bull setups this week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --> Let's see if mkt helps out,0.448,stocktwits,28165236
16545$HAL,$HAL not getting in. oil is falling more. opec is insane. they want us shale to collapse,-0.471,stocktwits,29712507
16588$HAL,"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",0.054,stocktwits,29324975
16776$HAL,$HAL Halliburton (HAL) Stock Trading Lower Today on 2015 Warning After Upbeat Earnings Results http://stks.co/b1WBg,-0.375,stocktwits,31500543
17046$HAL,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,0.438,stocktwits,32349177
15384$GWR,Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,0.041,stocktwits,8562689
16085$GTE,$GTE LONG at 7.44,0.732,stocktwits,16719315
16385$GTAT,"$GTAT It may be risky but its a rush, I'll give you that! Just make sure you don't go long with all your money. Play safe, be long.",0.335,stocktwits,27650004
16440$GTAT,$GTAT Will re-enter short on bounce...,-0.46,stocktwits,26890071
16620$GTAT,"$GTAT "" the resurgence in stock price today might mean that the company may emerge stronger than ever."" http://stks.co/f18i3",0.364,stocktwits,27655637
16625$GTAT,$GTAT who's buying here and why?,-0.104,stocktwits,26733780
16846$GST,"With Oil Prices Down further, Oil Stocks Looking Less Cheap http://stks.co/a1RKF $AREX $CPE $CRZO $OIL $GST $NBL $OAS $OXY",-0.42,stocktwits,30827588
15339$GSK,$AMRN like your optimism .$VVUS moving up again ( no NCE ) . Agenda may be simple .....$GSK claim of active moiety .,0.12,stocktwits,9982140
15207$GS,back in $GS tight,0.255,stocktwits,6135022
15555$GS,"if youre trading the name... ""@Dany2k: $GS Key levels for this wk. nice consolidation w/low volume http://stks.co/oHd6""",0.203,stocktwits,11208665
15726$GS,Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,0.609,stocktwits,17785769
15824$GS,$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,-0.398,stocktwits,12234095
16178$GS,Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,0.394,stocktwits,18249994
16688$GS,$GS sells flat..I am out..,-0.541,stocktwits,31615895
16921$GS,"@JohnChen #BlackBerry $GS $MS #Faucette & #Simona, JMHO are playing ignorant, so the $BBRY smack down looks legitimate",-0.063,stocktwits,38563467
15624$GS,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",0.316,stocktwits,7211448
14875$GRPN,$GRPN might be selling off ahead of $P earnings...,-0.411,stocktwits,5879912
15028$GRPN,$GRPN  selling off in sync with the SP..and the rest of the 90% stocks in the same directional trade.,-0.478,stocktwits,5698850
15478$GRPN,$GRPN having a much better day than $FB,0.377,stocktwits,8067736
15496$GRPN,"@KlRBY $GRPN short didnt work out, but it was only a small bet on some puts",0.378,stocktwits,7973423
14995$GPS,$GPS Gap September Comparable Store Sales -4%,-0.441,stocktwits,5339568
16405$GPRO,$GPRO down 25% since Tue morning.,-0.527,stocktwits,27888646
16700$GPRO,Long $GPRO for a brealout trade,0.594,stocktwits,35143213
16911$GPRO,Weird day $GPRO up $amba down,0.493,stocktwits,34122674
16808$GOOGL,who would of guessed $AMZN would kill it and $GOOG $GOOGL would suck...not me lol,-0.398,stocktwits,31971935
16868$GOOGL,"$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX
http://stks.co/b1kD8",-0.278,stocktwits,32968483
15003$GOOG,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,0.396,stocktwits,5771422
15192$GOOG,agree with you - this is not the end of the world- buy $AAPL $GOOG,0.562,stocktwits,5853626
15194$GOOG,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,0.518,stocktwits,5970567
15226$GOOG,These companies shld be worried about iCloud $goog $sfly $nflx $emc $vmw $yhoo $msft,-0.329,stocktwits,5806487
15231$GOOG,$GOOG - running again,0.286,stocktwits,5425384
15650$GOOG,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",0.264,stocktwits,10698860
15719$GOOG,$GOOG resistance turned support?  It,0.34,stocktwits,10604511
15820$GOOG,Published $GOOG estimate on Estimize: +0.03 EPS and +29.98M Revs compared to Wall Street's consensus. http://stks.co/r8pL,0.405,stocktwits,13088382
15876$GOOG,@Infinitii just $GOOG April 780 calls bro,0.616,stocktwits,12973770
16012$GOOG,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,-0.524,stocktwits,14668154
16135$GOOG,"$GOOG Google Will Soon Start Selling Chromebooks At Walmart And Staples, Other Retailers Coming Soon http://stks.co/rGzJ $SPLS $WMT",0.34,stocktwits,14140852
16555$GOOG,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,0.285,stocktwits,22981039
16808$GOOG,who would of guessed $AMZN would kill it and $GOOG $GOOGL would suck...not me lol,-0.404,stocktwits,31971935
15901$GOL,"Long Position on $GOL,...Updating http://stks.co/fdmm",0.674,stocktwits,14719203
16465$GOGO,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,-0.507,stocktwits,24458298
16610$GNW,"Hold or Buy 4Sure NOT Sell way too low@BrianNewmark @nfappa I've lost on my $GNW position, wondering if others are holding buying or selling",0.517,stocktwits,29501734
15633$GNRC,$GNRC finding support at its 10-day line so far.,0.256,stocktwits,10492045
16584$GMED,Three of my hot stocks today $SFUN $GMED $THRM...  Thanks @StkCon,0.461,stocktwits,20655340
14951$GMCR,"The directors know this stock is cheap.  If I was an insider I'd be buying too... Oh, wait... I am buying.  ;) $GMCR",0.758,stocktwits,5823640
14971$GMCR,"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",-0.668,stocktwits,5753458
14903$GMCR,RT @dermus $GMCR waterfall ahead?,-0.319,stocktwits,5554666
15021$GMCR,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,-0.522,stocktwits,5559670
15170$GMCR,MY $LNKD short worked. Thank you $GMCR for the hint. $LNKD puts up 50%,-0.182,stocktwits,5819749
15462$GMCR,"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",-0.51,stocktwits,6980169
17084$GM,"$GM, $F good news for domestic automakers....http://www.bloomberg.com/graphics/2015-auto-sales/",0.413,stocktwits,36285752
14914$GLD,Crude Oil Bears Take a Clear Near Term Advantage > http://stks.co/1bfD $USO $GLD $GDX $SPY,-0.501,stocktwits,6148018
14928$GLD,"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",0.176,stocktwits,5503795
15144$GLD,"@alaidi Europe banks to implode. The stress tests failing and the Big Swirl is very near for bonds, CDS, debt, cash and gold. $GLD selloff?",-0.43,stocktwits,5888204
15362$GLD,$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,-0.143,stocktwits,8205922
15485$GLD,"If you shorted Gold/Silver recently at the bottom, you will enjoy the bull run that just started $GLD $SLV $NGD $AG $$",0.376,stocktwits,8032355
15583$GLD,"Scans out later, but a couple of notes. Very rarely does the Intermarket RS list have a 20pt mover, this week $GLD went from 26 to 66",0.462,stocktwits,8205873
16010$GLD,@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,0.272,stocktwits,17792845
16318$GLD,"US Adds 321K Jobs In November, Most Since 2012, Unemployment Rate Remains At 5.8% Gold Futures off $16 at $1191 $GDXJ $SPY $GLD $SLV   $NUGT",0.013,stocktwits,29932186
16747$GILD,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",-0.083,stocktwits,32199482
17063$GILD,$GILD go down to 99 so i can add more before 100,0.307,stocktwits,31284121
17087$GILD,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,0.153,stocktwits,37708963
17103$GEVO,$GEVO PLUNGING!  Back to $3.55.,-0.628,stocktwits,37808166
15024$GE,@1nvestor just noticed $GE didn't get back over 15 today....that can't be good,-0.417,stocktwits,5322581
16497$GE,"$GE Looks like that support line around 24.90 held. If it can close green it could start seeing some pstv momentum, esp. if above 20-day",0.265,stocktwits,20312961
16318$GDXJ,"US Adds 321K Jobs In November, Most Since 2012, Unemployment Rate Remains At 5.8% Gold Futures off $16 at $1191 $GDXJ $SPY $GLD $SLV   $NUGT",0.074,stocktwits,29932186
